perfil;rodada;dia;posicao_no_dia;id_exercicio;grupo_muscular;sob_cautela;qtd_series;qtd_repeticoes;tempo_descanso_s;objetivo;dentro_da_faixa_literatura
P1;2;3;6;76;costas;nao;3;12;60;hipertrofia;sim
P1;3;1;1;51;peito;nao;4;8;120;hipertrofia;sim
P1;3;1;2;70;costas;nao;4;8;120;hipertrofia;sim
P1;3;1;3;64;triceps;nao;3;10;90;hipertrofia;sim
P1;3;1;4;54;peito;nao;3;12;75;hipertrofia;sim
P1;3;1;5;74;costas;nao;3;12;75;hipertrofia;sim
P1;3;1;6;68;triceps;nao;3;12;60;hipertrofia;sim
P1;3;2;1;40;quadriceps;nao;4;8;120;hipertrofia;sim
P1;3;2;2;46;isquiotibiais;nao;3;10;90;hipertrofia;sim
P1;3;2;3;42;quadriceps;nao;3;12;75;hipertrofia;sim
P1;3;2;4;44;isquiotibiais;nao;3;12;75;hipertrofia;sim
P1;3;2;5;47;gluteos;nao;3;12;75;hipertrofia;sim
P1;3;2;6;49;panturrilha;nao;3;15;60;hipertrofia;nao
P1;3;3;1;57;ombro;nao;4;8;120;hipertrofia;sim
P1;3;3;2;60;biceps;nao;3;10;90;hipertrofia;sim
P1;3;3;3;62;biceps;nao;3;10;90;hipertrofia;sim
P1;3;3;4;58;ombro;nao;3;12;75;hipertrofia;sim
P1;3;3;5;59;ombro;nao;3;12;75;hipertrofia;sim
P1;3;3;6;45;adutores;nao;3;15;60;hipertrofia;nao
P1;4;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;4;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;4;1;3;40;quadriceps;nao;4;10;80;hipertrofia;sim
P1;4;1;4;53;peito;nao;3;10;60;hipertrofia;sim
P1;4;1;5;74;costas;nao;3;10;60;hipertrofia;sim
P1;4;1;6;49;panturrilha;nao;3;12;45;hipertrofia;sim
P1;4;2;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;4;2;2;60;biceps;nao;4;10;75;hipertrofia;sim
P1;4;2;3;64;triceps;nao;4;10;75;hipertrofia;sim
P1;4;2;4;58;ombro;nao;3;12;60;hipertrofia;sim
P1;4;2;5;62;biceps;nao;3;12;60;hipertrofia;sim
P1;4;2;6;68;triceps;nao;3;12;45;hipertrofia;sim
P1;4;3;1;71;costas;nao;4;8;90;hipertrofia;sim
P1;4;3;2;42;quadriceps;nao;4;10;80;hipertrofia;sim
P1;4;3;3;46;isquiotibiais;nao;3;10;70;hipertrofia;sim
P1;4;3;4;76;costas;nao;3;12;60;hipertrofia;sim
P1;4;3;5;59;ombro;nao;3;12;60;hipertrofia;sim
P1;4;3;6;50;panturrilha;nao;3;15;45;hipertrofia;nao
P1;5;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;5;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;5;1;3;52;peito;nao;3;10;75;hipertrofia;sim
P1;5;1;4;71;costas;nao;3;10;75;hipertrofia;sim
P1;5;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;5;1;6;53;peito;nao;2;12;45;hipertrofia;sim
P1;5;2;1;39;quadriceps;nao;4;8;90;hipertrofia;sim
P1;5;2;2;40;quadriceps;nao;3;10;75;hipertrofia;sim
P1;5;2;3;44;isquiotibiais;nao;3;10;75;hipertrofia;sim
P1;5;2;4;42;quadriceps;nao;3;12;60;hipertrofia;sim
P1;5;2;5;47;gluteos;nao;3;12;60;hipertrofia;sim
P1;5;2;6;49;panturrilha;nao;2;15;45;hipertrofia;nao
P1;5;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;5;3;2;64;triceps;nao;3;10;75;hipertrofia;sim
P1;5;3;3;58;ombro;nao;3;10;60;hipertrofia;sim
P1;5;3;4;68;triceps;nao;3;12;60;hipertrofia;sim
P1;5;3;5;76;costas;nao;2;12;45;hipertrofia;sim
P1;5;3;6;50;panturrilha;nao;2;15;45;hipertrofia;nao
P1;6;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;6;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;6;1;3;52;peito;nao;3;10;75;hipertrofia;sim
P1;6;1;4;71;costas;nao;3;10;75;hipertrofia;sim
P1;6;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;6;1;6;53;peito;nao;3;12;60;hipertrofia;sim
P1;6;2;1;40;quadriceps;nao;4;8;90;hipertrofia;sim
P1;6;2;2;39;quadriceps;nao;3;10;90;hipertrofia;sim
P1;6;2;3;44;isquiotibiais;nao;3;10;75;hipertrofia;sim
P1;6;2;4;42;quadriceps;nao;3;12;60;hipertrofia;sim
P1;6;2;5;47;gluteos;nao;3;12;60;hipertrofia;sim
P1;6;2;6;49;panturrilha;nao;3;15;45;hipertrofia;nao
P1;6;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;6;3;2;74;costas;nao;3;10;75;hipertrofia;sim
P1;6;3;3;64;triceps;nao;3;10;75;hipertrofia;sim
P1;6;3;4;58;ombro;nao;3;12;60;hipertrofia;sim
P1;6;3;5;68;triceps;nao;3;12;60;hipertrofia;sim
P1;6;3;6;76;costas;nao;3;12;45;hipertrofia;sim
P1;7;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;7;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;7;1;3;52;peito;nao;3;10;75;hipertrofia;sim
P1;7;1;4;71;costas;nao;3;10;75;hipertrofia;sim
P1;7;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;7;1;6;54;peito;nao;3;12;60;hipertrofia;sim
P1;7;2;1;40;quadriceps;nao;4;8;90;hipertrofia;sim
P1;7;2;2;39;quadriceps;nao;3;10;90;hipertrofia;sim
P1;7;2;3;44;isquiotibiais;nao;3;10;75;hipertrofia;sim
P1;7;2;4;47;gluteos;nao;3;12;75;hipertrofia;sim
P1;7;2;5;42;quadriceps;nao;3;12;60;hipertrofia;sim
P1;7;2;6;49;panturrilha;nao;3;12;60;hipertrofia;sim
P1;7;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;7;3;2;58;ombro;nao;3;10;75;hipertrofia;sim
P1;7;3;3;64;triceps;nao;3;10;75;hipertrofia;sim
P1;7;3;4;68;triceps;nao;3;12;60;hipertrofia;sim
P1;7;3;5;59;ombro;nao;3;12;60;hipertrofia;sim
P1;7;3;6;62;biceps;nao;3;12;60;hipertrofia;sim
P1;8;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;8;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;8;1;3;52;peito;nao;3;10;75;hipertrofia;sim
P1;8;1;4;71;costas;nao;3;10;75;hipertrofia;sim
P1;8;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;8;1;6;53;peito;nao;3;12;45;hipertrofia;sim
P1;8;2;1;39;quadriceps;nao;4;8;90;hipertrofia;sim
P1;8;2;2;40;quadriceps;nao;4;10;75;hipertrofia;sim
P1;8;2;3;44;isquiotibiais;nao;3;10;75;hipertrofia;sim
P1;8;2;4;42;quadriceps;nao;3;12;60;hipertrofia;sim
P1;8;2;5;47;gluteos;nao;3;12;60;hipertrofia;sim
P1;8;2;6;49;panturrilha;nao;3;15;45;hipertrofia;nao
P1;8;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;8;3;2;72;costas;nao;4;8;90;hipertrofia;sim
P1;8;3;3;58;ombro;nao;3;10;75;hipertrofia;sim
P1;8;3;4;64;triceps;nao;3;10;60;hipertrofia;sim
P1;8;3;5;62;biceps;nao;3;10;60;hipertrofia;sim
P1;8;3;6;76;costas;nao;3;12;45;hipertrofia;sim
P1;9;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;9;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;9;1;3;53;peito;nao;3;10;75;hipertrofia;sim
P1;9;1;4;74;costas;nao;3;10;75;hipertrofia;sim
P1;9;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;9;1;6;62;biceps;nao;3;12;60;hipertrofia;sim
P1;9;2;1;39;quadriceps;nao;4;8;90;hipertrofia;sim
P1;9;2;2;40;quadriceps;nao;3;10;75;hipertrofia;sim
P1;9;2;3;44;isquiotibiais;nao;3;10;75;hipertrofia;sim
P1;9;2;4;42;quadriceps;nao;3;12;60;hipertrofia;sim
P1;9;2;5;47;gluteos;nao;3;12;60;hipertrofia;sim
P1;9;2;6;49;panturrilha;nao;3;15;45;hipertrofia;nao
P1;9;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;9;3;2;64;triceps;nao;3;10;75;hipertrofia;sim
P1;9;3;3;58;ombro;nao;3;12;60;hipertrofia;sim
P1;9;3;4;68;triceps;nao;3;12;60;hipertrofia;sim
P1;9;3;5;59;ombro;nao;3;12;60;hipertrofia;sim
P1;9;3;6;45;adutores;nao;3;15;45;hipertrofia;nao
P1;10;1;1;51;peito;nao;4;8;90;hipertrofia;sim
P1;10;1;2;70;costas;nao;4;8;90;hipertrofia;sim
P1;10;1;3;52;peito;nao;3;10;75;hipertrofia;sim
P1;10;1;4;71;costas;nao;3;10;75;hipertrofia;sim
P1;10;1;5;60;biceps;nao;3;10;60;hipertrofia;sim
P1;10;1;6;53;peito;nao;3;12;60;hipertrofia;sim
P1;10;2;1;39;quadriceps;nao;4;8;90;hipertrofia;sim
P1;10;2;2;40;quadriceps;nao;4;10;90;hipertrofia;sim
P1;10;2;3;42;quadriceps;nao;3;10;75;hipertrofia;sim
P1;10;2;4;47;gluteos;nao;3;10;75;hipertrofia;sim
P1;10;2;5;44;isquiotibiais;nao;3;10;60;hipertrofia;sim
P1;10;2;6;49;panturrilha;nao;3;12;60;hipertrofia;sim
P1;10;3;1;57;ombro;nao;4;8;90;hipertrofia;sim
P1;10;3;2;58;ombro;nao;3;10;75;hipertrofia;sim
P1;10;3;3;64;triceps;nao;4;10;75;hipertrofia;sim
P1;10;3;4;68;triceps;nao;3;10;60;hipertrofia;sim
P1;10;3;5;62;biceps;nao;3;12;60;hipertrofia;sim
P1;10;3;6;50;panturrilha;nao;3;12;45;hipertrofia;sim
P2;1;1;1;51;peito;nao;4;5;180;forca;sim
P2;1;1;2;53;peito;nao;3;6;150;forca;sim
P2;1;1;3;54;peito;nao;3;8;120;forca;nao
P2;1;1;4;68;triceps;nao;3;8;90;forca;nao
P2;1;1;5;69;triceps;nao;3;8;90;forca;nao
P2;1;2;1;74;costas;sim;4;6;180;forca;sim
P2;1;2;2;76;costas;nao;3;8;120;forca;nao
P2;1;2;3;77;costas;nao;3;8;120;forca;nao
P2;1;2;4;63;biceps;sim;3;8;100;forca;nao
P2;1;3;1;56;peito;nao;4;6;180;forca;sim
P2;1;3;2;54;peito;nao;3;8;150;forca;nao
P2;1;3;3;65;triceps;nao;3;8;120;forca;nao
P2;1;3;4;66;triceps;nao;3;8;100;forca;nao
P2;1;4;1;76;costas;nao;4;6;180;forca;sim
P2;1;4;2;74;costas;sim;3;8;150;forca;nao
P2;1;4;3;77;costas;nao;3;8;120;forca;nao
P2;1;4;4;62;biceps;sim;3;8;100;forca;nao
P2;2;1;1;51;peito;nao;4;6;180;forca;sim
P2;2;1;2;56;peito;nao;3;8;150;forca;nao
P2;2;1;3;65;triceps;nao;3;8;120;forca;nao
P2;2;1;4;68;triceps;nao;3;8;120;forca;nao
P2;2;1;5;54;peito;nao;2;10;90;forca;nao
P2;2;2;1;76;costas;nao;4;8;150;forca;nao
P2;2;2;2;77;costas;nao;3;10;120;forca;nao
P2;2;2;3;69;triceps;nao;3;8;120;forca;nao
P2;2;2;4;49;panturrilha;nao;3;12;90;forca;nao
P2;2;3;1;53;peito;nao;4;8;150;forca;nao
P2;2;3;2;51;peito;nao;3;6;180;forca;sim
P2;2;3;3;66;triceps;nao;3;10;120;forca;nao
P2;2;3;4;54;peito;nao;3;10;100;forca;nao
P2;2;3;5;50;panturrilha;nao;2;15;75;forca;nao
P2;2;4;1;74;costas;sim;4;8;150;forca;nao
P2;2;4;2;77;costas;nao;3;8;140;forca;nao
P2;2;4;3;65;triceps;nao;3;8;120;forca;nao
P2;2;4;4;68;triceps;nao;2;10;100;forca;nao
P2;2;4;5;49;panturrilha;nao;2;12;75;forca;nao
P2;3;1;1;51;peito;nao;4;6;180;forca;sim
P2;3;1;2;76;costas;nao;4;8;180;forca;nao
P2;3;1;3;53;peito;nao;3;8;120;forca;nao
P2;3;1;4;77;costas;nao;3;10;120;forca;nao
P2;3;2;1;68;triceps;nao;4;6;150;forca;sim
P2;3;2;2;65;triceps;nao;4;8;150;forca;nao
P2;3;2;3;66;triceps;nao;3;8;120;forca;nao
P2;3;2;4;69;triceps;nao;3;10;90;forca;nao
P2;3;3;1;74;costas;sim;4;6;180;forca;sim
P2;3;3;2;54;peito;nao;4;8;150;forca;nao
P2;3;3;3;56;peito;nao;3;8;120;forca;nao
P2;3;3;4;77;costas;nao;3;10;90;forca;nao
P2;3;4;1;69;triceps;nao;4;6;150;forca;sim
P2;3;4;2;65;triceps;nao;3;8;120;forca;nao
P2;3;4;3;68;triceps;nao;3;8;120;forca;nao
P2;3;4;4;76;costas;nao;3;8;90;forca;nao
P2;4;1;1;51;peito;nao;4;6;180;forca;sim
P2;4;1;2;53;peito;nao;3;8;150;forca;nao
P2;4;1;3;68;triceps;nao;3;8;120;forca;nao
P2;4;1;4;69;triceps;nao;3;8;120;forca;nao
P2;4;1;5;54;peito;nao;2;10;90;forca;nao
P2;4;2;1;74;costas;sim;4;6;180;forca;sim
P2;4;2;2;76;costas;nao;3;8;150;forca;nao
P2;4;2;3;62;biceps;sim;3;8;120;forca;nao
P2;4;2;4;77;costas;nao;3;10;100;forca;nao
P2;4;3;1;56;peito;nao;3;8;150;forca;nao
P2;4;3;2;65;triceps;nao;4;6;180;forca;sim
P2;4;3;3;66;triceps;nao;3;8;120;forca;nao
P2;4;3;4;54;peito;nao;3;8;100;forca;nao
P2;4;4;1;71;costas;sim;3;8;150;forca;nao
P2;4;4;2;76;costas;nao;3;8;150;forca;nao
P2;4;4;3;63;biceps;sim;3;8;120;forca;nao
P2;4;4;4;77;costas;nao;3;10;100;forca;nao
P2;4;4;5;53;peito;nao;2;10;90;forca;nao
P2;5;1;1;51;peito;nao;4;6;180;forca;sim
P2;5;1;2;56;peito;nao;3;8;150;forca;nao
P2;5;1;3;54;peito;nao;3;8;120;forca;nao
P2;5;1;4;68;triceps;nao;3;8;120;forca;nao
P2;5;1;5;65;triceps;nao;3;8;120;forca;nao
P2;5;2;1;76;costas;nao;4;8;150;forca;nao
P2;5;2;2;77;costas;nao;3;10;120;forca;nao
P2;5;2;3;74;costas;sim;3;8;120;forca;nao
P2;5;2;4;63;biceps;sim;3;8;120;forca;nao
P2;5;3;1;53;peito;nao;4;8;150;forca;nao
P2;5;3;2;51;peito;nao;3;6;180;forca;sim
P2;5;3;3;54;peito;nao;3;8;120;forca;nao
P2;5;3;4;69;triceps;nao;3;8;120;forca;nao
P2;5;3;5;66;triceps;nao;3;8;120;forca;nao
P2;5;4;1;74;costas;sim;4;8;150;forca;nao
P2;5;4;2;76;costas;nao;3;8;120;forca;nao
P2;5;4;3;77;costas;nao;3;10;120;forca;nao
P2;5;4;4;62;biceps;sim;3;8;120;forca;nao
P2;6;1;1;51;peito;nao;4;5;180;forca;sim
P2;6;1;2;56;peito;nao;3;6;180;forca;sim
P2;6;1;3;68;triceps;nao;3;6;150;forca;sim
P2;6;1;4;65;triceps;nao;3;7;150;forca;nao
P2;6;1;5;54;peito;nao;3;8;120;forca;nao
P2;6;2;1;76;costas;nao;4;6;180;forca;sim
P2;6;2;2;77;costas;nao;3;8;150;forca;nao
P2;6;2;3;74;costas;sim;3;7;150;forca;nao
P2;6;2;4;63;biceps;sim;3;7;120;forca;nao
P2;6;2;5;66;triceps;nao;2;8;120;forca;nao
P2;6;3;1;53;peito;nao;4;6;180;forca;sim
P2;6;3;2;54;peito;nao;3;7;150;forca;nao
P2;6;3;3;65;triceps;nao;3;6;150;forca;sim
P2;6;3;4;69;triceps;nao;3;7;140;forca;nao
P2;6;3;5;56;peito;nao;2;8;120;forca;nao
P2;6;4;1;77;costas;nao;4;6;180;forca;sim
P2;6;4;2;76;costas;nao;3;7;160;forca;nao
P2;6;4;3;74;costas;sim;3;8;150;forca;nao
P2;6;4;4;62;biceps;sim;3;8;130;forca;nao
P2;6;4;5;63;biceps;sim;2;8;120;forca;nao
P2;7;1;1;51;peito;nao;4;6;180;forca;sim
P2;7;1;2;65;triceps;nao;4;6;180;forca;sim
P2;7;1;3;53;peito;nao;3;8;120;forca;nao
P2;7;1;4;68;triceps;nao;3;8;120;forca;nao
P2;7;1;5;54;peito;nao;3;8;90;forca;nao
P2;7;2;1;76;costas;nao;4;6;180;forca;sim
P2;7;2;2;77;costas;nao;4;8;150;forca;nao
P2;7;2;3;62;biceps;sim;3;8;120;forca;nao
P2;7;2;4;69;triceps;nao;3;8;120;forca;nao
P2;7;3;1;56;peito;nao;4;6;180;forca;sim
P2;7;3;2;51;peito;nao;3;8;150;forca;nao
P2;7;3;3;66;triceps;nao;3;8;120;forca;nao
P2;7;3;4;53;peito;nao;3;8;120;forca;nao
P2;7;3;5;54;peito;nao;3;10;90;forca;nao
P2;7;4;1;77;costas;nao;4;6;180;forca;sim
P2;7;4;2;76;costas;nao;3;8;150;forca;nao
P2;7;4;3;68;triceps;nao;4;6;180;forca;sim
P2;7;4;4;65;triceps;nao;3;8;120;forca;nao
P2;7;4;5;69;triceps;nao;3;10;90;forca;nao
P2;8;1;1;51;peito;nao;4;6;180;forca;sim
P2;8;1;2;56;peito;nao;4;8;150;forca;nao
P2;8;1;3;54;peito;nao;3;10;120;forca;nao
P2;8;1;4;68;triceps;nao;3;8;120;forca;nao
P2;8;1;5;65;triceps;nao;3;10;90;forca;nao
P2;8;2;1;74;costas;sim;4;6;180;forca;sim
P2;8;2;2;77;costas;nao;4;8;150;forca;nao
P2;8;2;3;76;costas;nao;3;10;120;forca;nao
P2;8;2;4;49;panturrilha;nao;3;12;90;forca;nao
P2;8;3;1;53;peito;nao;4;8;150;forca;nao
P2;8;3;2;56;peito;nao;3;8;150;forca;nao
P2;8;3;3;59;ombro;nao;3;10;120;forca;nao
P2;8;3;4;69;triceps;nao;3;8;120;forca;nao
P2;8;3;5;50;panturrilha;nao;2;15;60;forca;nao
P2;8;4;1;72;costas;sim;4;6;180;forca;sim
P2;8;4;2;71;costas;sim;3;8;150;forca;nao
P2;8;4;3;54;peito;nao;3;10;120;forca;nao
P2;8;4;4;66;triceps;nao;3;10;90;forca;nao
P2;8;4;5;49;panturrilha;nao;2;12;60;forca;nao
P2;9;1;1;51;peito;nao;4;5;180;forca;sim
P2;9;1;2;56;peito;nao;3;6;150;forca;sim
P2;9;1;3;54;peito;nao;3;8;120;forca;nao
P2;9;1;4;68;triceps;nao;3;6;120;forca;sim
P2;9;1;5;65;triceps;nao;3;8;90;forca;nao
P2;9;2;1;76;costas;nao;4;6;150;forca;sim
P2;9;2;2;77;costas;nao;3;8;120;forca;nao
P2;9;2;3;53;peito;nao;3;8;120;forca;nao
P2;9;2;4;69;triceps;nao;3;6;120;forca;sim
P2;9;3;1;51;peito;nao;3;5;180;forca;sim
P2;9;3;2;76;costas;nao;3;6;150;forca;sim
P2;9;3;3;54;peito;nao;3;8;120;forca;nao
P2;9;3;4;65;triceps;nao;3;8;90;forca;nao
P2;9;3;5;66;triceps;nao;3;8;90;forca;nao
P2;9;4;1;77;costas;nao;4;6;150;forca;sim
P2;9;4;2;76;costas;nao;3;8;120;forca;nao
P2;9;4;3;68;triceps;nao;3;8;90;forca;nao
P2;9;4;4;66;triceps;nao;3;8;90;forca;nao
P2;10;1;1;51;peito;nao;4;6;180;forca;sim
P2;10;1;2;56;peito;nao;4;6;180;forca;sim
P2;10;1;3;53;peito;nao;3;8;120;forca;nao
P2;10;1;4;65;triceps;nao;3;8;120;forca;nao
P2;10;1;5;68;triceps;nao;3;8;90;forca;nao
P2;10;2;1;76;costas;nao;4;8;150;forca;nao
P2;10;2;2;77;costas;nao;4;8;150;forca;nao
P2;10;2;3;39;quadriceps;nao;4;6;180;forca;sim
P2;10;2;4;40;quadriceps;nao;3;8;120;forca;nao
P2;10;3;1;54;peito;nao;4;8;150;forca;nao
P2;10;3;2;51;peito;nao;3;8;120;forca;nao
P2;10;3;3;66;triceps;nao;3;8;120;forca;nao
P2;10;3;4;69;triceps;nao;3;8;90;forca;nao
P2;10;3;5;49;panturrilha;nao;2;10;60;forca;nao
P2;10;4;1;77;costas;nao;3;8;150;forca;nao
P2;10;4;2;76;costas;nao;3;8;120;forca;nao
P2;10;4;3;40;quadriceps;nao;3;6;180;forca;sim
P2;10;4;4;68;triceps;nao;3;8;90;forca;nao
P2;10;4;5;50;panturrilha;nao;2;12;60;forca;nao
P3;1;1;1;70;costas;nao;4;15;45;emagrecimento;sim
P3;1;1;2;48;abdutores;nao;3;16;40;emagrecimento;sim
P3;1;1;3;45;adutores;nao;3;16;40;emagrecimento;sim
P3;1;1;4;58;ombro;nao;3;14;40;emagrecimento;sim
P3;1;1;5;62;biceps;nao;3;15;35;emagrecimento;sim
P3;1;2;1;76;costas;nao;4;15;45;emagrecimento;sim
P3;1;2;2;54;peito;nao;3;16;40;emagrecimento;sim
P3;1;2;3;59;ombro;nao;3;14;40;emagrecimento;sim
P3;1;2;4;77;costas;nao;3;15;35;emagrecimento;sim
P3;1;2;5;61;biceps;nao;3;15;35;emagrecimento;sim
P3;2;1;1;48;abdutores;nao;4;20;45;emagrecimento;sim
P3;2;1;2;45;adutores;nao;4;20;45;emagrecimento;sim
P3;2;1;3;58;ombro;nao;3;20;40;emagrecimento;sim
P3;2;1;4;59;ombro;nao;3;22;40;emagrecimento;nao
P3;2;1;5;62;biceps;nao;3;20;35;emagrecimento;sim
P3;2;2;1;70;costas;nao;4;20;45;emagrecimento;sim
P3;2;2;2;77;costas;nao;4;20;45;emagrecimento;sim
P3;2;2;3;76;costas;nao;3;22;40;emagrecimento;nao
P3;2;2;4;64;triceps;nao;3;20;35;emagrecimento;sim
P3;2;2;5;63;biceps;nao;3;25;30;emagrecimento;nao
P3;3;1;1;48;abdutores;nao;4;12;45;emagrecimento;sim
P3;3;1;2;45;adutores;nao;4;12;45;emagrecimento;sim
P3;3;1;3;62;biceps;nao;3;15;40;emagrecimento;sim
P3;3;1;4;58;ombro;nao;3;15;40;emagrecimento;sim
P3;3;1;5;59;ombro;nao;3;15;30;emagrecimento;sim
P3;3;2;1;45;adutores;nao;4;12;45;emagrecimento;sim
P3;3;2;2;48;abdutores;nao;4;12;45;emagrecimento;sim
P3;3;2;3;61;biceps;nao;3;15;40;emagrecimento;sim
P3;3;2;4;70;costas;nao;3;15;40;emagrecimento;sim
P3;3;2;5;76;costas;nao;3;15;30;emagrecimento;sim
P3;4;1;1;48;abdutores;nao;3;15;45;emagrecimento;sim
P3;4;1;2;45;adutores;nao;3;15;45;emagrecimento;sim
P3;4;1;3;58;ombro;nao;3;15;45;emagrecimento;sim
P3;4;1;4;59;ombro;nao;3;15;40;emagrecimento;sim
P3;4;2;1;70;costas;nao;3;15;45;emagrecimento;sim
P3;4;2;2;76;costas;nao;3;15;45;emagrecimento;sim
P3;4;2;3;62;biceps;nao;3;15;40;emagrecimento;sim
P3;4;2;4;68;triceps;nao;3;15;40;emagrecimento;sim
P3;5;1;1;48;abdutores;nao;3;15;45;emagrecimento;sim
P3;5;1;2;45;adutores;nao;3;15;45;emagrecimento;sim
P3;5;1;3;77;costas;nao;3;15;40;emagrecimento;sim
P3;5;1;4;58;ombro;nao;3;15;40;emagrecimento;sim
P3;5;1;5;63;biceps;nao;2;15;35;emagrecimento;sim
P3;5;2;1;45;adutores;nao;3;15;45;emagrecimento;sim
P3;5;2;2;48;abdutores;nao;3;15;45;emagrecimento;sim
P3;5;2;3;70;costas;nao;3;15;40;emagrecimento;sim
P3;5;2;4;59;ombro;nao;3;15;40;emagrecimento;sim
P3;5;2;5;62;biceps;nao;2;15;35;emagrecimento;sim
P3;6;1;1;45;adutores;nao;4;15;45;emagrecimento;sim
P3;6;1;2;48;abdutores;nao;4;15;45;emagrecimento;sim
P3;6;1;3;70;costas;nao;3;12;40;emagrecimento;sim
P3;6;1;4;76;costas;nao;3;12;40;emagrecimento;sim
P3;6;2;1;62;biceps;nao;4;15;45;emagrecimento;sim
P3;6;2;2;58;ombro;nao;3;12;40;emagrecimento;sim
P3;6;2;3;65;triceps;nao;3;12;40;emagrecimento;sim
P3;6;2;4;68;triceps;nao;3;14;35;emagrecimento;sim
P3;7;1;1;48;abdutores;nao;3;15;45;emagrecimento;sim
P3;7;1;2;45;adutores;nao;3;15;45;emagrecimento;sim
P3;7;1;3;58;ombro;nao;3;12;40;emagrecimento;sim
P3;7;1;4;62;biceps;nao;3;14;40;emagrecimento;sim
P3;7;2;1;70;costas;nao;3;14;45;emagrecimento;sim
P3;7;2;2;76;costas;nao;3;15;40;emagrecimento;sim
P3;7;2;3;68;triceps;nao;3;15;40;emagrecimento;sim
P3;7;2;4;53;peito;nao;3;12;35;emagrecimento;sim
P3;8;1;1;51;peito;nao;3;15;45;emagrecimento;sim
